standid,basalarea,stemdensity,dbh,meanheight,effLAI,stembiomass,woodybiomass,pred_basalarea,pred_meanheight,pred_effLAI,pred_stembiomass,set
24128075,12.05,2031,11.52,9.21,1.1,22.28,29.56,0.0,0.0,0.0,0.0,training
24128062,22.26,558,24.94,19.74,2.33,82.85,101.06,0.0,0.0,0.0,0.0,training
24128067,12.31,2033,10.52,8.38,1.37,20.76,28.37,0.0,0.0,0.0,0.0,training
24127153,20.02,571,22.63,18.02,1.57,68.67,84.17,0.0,0.0,0.0,0.0,training
24128043,34.08,724,26.83,21.98,6.7,138.5,171.01,0.0,0.0,0.0,0.0,training
24128028,25.8,920,20.95,17.39,4.8,85.94,108.36,0.0,0.0,0.0,0.0,training
24128040,41.95,1143,23.91,20.67,8.47,162.73,201.42,0.0,0.0,0.0,0.0,training
24128044,17.18,680,19.34,14.4,1.77,48.36,61.93,0.0,0.0,0.0,0.0,training
24128042,29.2,920,22.47,18.11,4.88,100.51,125.88,0.0,0.0,0.0,0.0,training
24128128,17.42,569,21.14,16.16,1.68,54.11,67.94,0.0,0.0,0.0,0.0,training
24128029,28.33,1015,21.09,17.16,5.09,94.85,119.42,0.0,0.0,0.0,0.0,training
24128134,21.85,957,18.77,15.68,4.01,68.5,86.79,0.0,0.0,0.0,0.0,training
24128130,18.72,378,27.01,21.35,2.45,74.81,91.16,0.0,0.0,0.0,0.0,training
24128164,11.39,1006,13.58,11.27,1.76,26.55,34.7,0.0,0.0,0.0,0.0,training
24128133,23.75,875,20.4,17.01,4.24,79.46,99.78,0.0,0.0,0.0,0.0,training
24127188,22.23,691,21.84,17.73,2.44,74.46,92.23,0.0,0.0,0.0,0.0,training
24127960,28.15,856,22.29,19.93,5.23,117.03,141.75,0.0,0.0,0.0,0.0,training
24127181,31.13,466,31.38,24.4,5.07,135.0,164.48,0.0,0.0,0.0,0.0,training
24127200,28.56,1152,19.74,16.73,5.5,94.29,118.81,0.0,0.0,0.0,0.0,training
24127957,24.67,653,23.66,18.84,2.53,86.65,106.7,0.0,0.0,0.0,0.0,training
24127189,14.54,1541,13.23,11.99,2.5,36.4,46.59,0.0,0.0,0.0,0.0,training
24127173,28.62,545,28.1,22.04,4.74,115.63,142.39,0.0,0.0,0.0,0.0,training
24127928,31.9,543,29.77,23.3,5.61,132.54,162.94,0.0,0.0,0.0,0.0,training
24127141,32.38,1191,20.45,18.23,6.33,114.05,141.84,0.0,0.0,0.0,0.0,training
24127926,26.67,785,23.17,19.07,4.13,99.33,122.16,0.0,0.0,0.0,0.0,training
24128051,23.73,1371,16.23,14.41,4.13,70.64,88.67,0.0,0.0,0.0,0.0,training
24126441,26.77,821,22.91,18.31,3.06,94.2,115.81,0.0,0.0,0.0,0.0,training
24128168,13.09,887,15.87,13.0,1.75,34.57,44.12,0.0,0.0,0.0,0.0,training
24128082,40.76,974,25.71,20.5,7.09,157.26,194.4,0.0,0.0,0.0,0.0,training
24128159,23.55,737,22.25,17.11,2.91,78.11,97.66,0.0,0.0,0.0,0.0,training
24128086,22.72,767,21.25,17.59,3.35,74.94,93.87,0.0,0.0,0.0,0.0,training
24128102,12.04,1423,13.51,11.0,0.96,25.52,33.05,0.0,0.0,0.0,0.0,training
24128088,30.53,872,23.83,18.41,3.8,107.69,133.23,0.0,0.0,0.0,0.0,training
24128090,11.75,1935,11.57,8.92,1.02,21.42,28.51,0.0,0.0,0.0,0.0,training
24128080,20.17,487,24.45,19.66,1.73,74.13,90.16,0.0,0.0,0.0,0.0,training
24127164,35.01,658,28.71,22.5,3.67,142.92,172.34,0.0,0.0,0.0,0.0,training
24128157,22.85,1083,17.66,16.25,4.37,78.35,96.59,0.0,0.0,0.0,0.0,training
24127220,19.48,638,21.54,16.85,2.25,63.79,79.53,0.0,0.0,0.0,0.0,training
24127185,23.53,561,25.23,20.43,2.66,91.0,110.46,0.0,0.0,0.0,0.0,training
24127186,24.31,981,19.46,15.97,3.06,74.32,93.29,0.0,0.0,0.0,0.0,training
28168813,12.55,377,22.04,16.75,1.0,40.27,50.14,0.0,0.0,0.0,0.0,training
24127210,31.17,513,29.73,23.36,3.13,130.46,156.85,0.0,0.0,0.0,0.0,training
28168812,22.15,623,22.67,18.69,1.98,78.17,95.39,0.0,0.0,0.0,0.0,training
24127213,21.94,599,23.47,18.44,2.39,77.09,95.09,0.0,0.0,0.0,0.0,training
28168811,18.24,455,24.12,19.05,1.4,65.56,79.93,0.0,0.0,0.0,0.0,training
24127208,18.93,622,21.16,17.1,1.72,61.57,76.12,0.0,0.0,0.0,0.0,training
24127196,10.74,3028,7.45,5.95,0.97,14.17,19.86,0.0,0.0,0.0,0.0,training
24127206,24.18,1270,16.91,15.62,4.1,77.92,96.02,0.0,0.0,0.0,0.0,training
24127959,19.49,903,17.99,15.27,3.33,59.14,74.84,0.0,0.0,0.0,0.0,training
24127212,15.72,783,17.1,13.0,1.48,39.86,51.47,0.0,0.0,0.0,0.0,training
24127219,17.92,630,20.43,16.15,1.45,55.26,68.81,0.0,0.0,0.0,0.0,training
24128170,29.68,1176,19.64,17.46,5.65,103.88,128.76,0.0,0.0,0.0,0.0,training
24127205,19.18,899,17.89,15.28,2.75,59.43,74.1,0.0,0.0,0.0,0.0,training
24127203,12.81,1485,12.45,9.26,1.07,24.12,32.21,0.0,0.0,0.0,0.0,training
24127204,32.9,1136,21.31,18.29,5.63,123.8,151.46,0.0,0.0,0.0,0.0,training
24127017,24.46,1307,16.86,15.37,4.39,76.37,95.12,0.0,0.0,0.0,0.0,training
24127030,19.89,572,22.79,17.95,2.14,67.68,83.88,0.0,0.0,0.0,0.0,training
24127109,25.84,498,27.81,22.2,4.48,103.92,128.08,0.0,0.0,0.0,0.0,training
24127019,23.29,1302,16.79,14.48,3.17,66.4,83.56,0.0,0.0,0.0,0.0,training
24127023,21.5,1211,16.72,14.1,3.6,59.53,76.31,0.0,0.0,0.0,0.0,training
24126994,33.0,1558,18.25,16.79,5.18,113.84,138.62,0.0,0.0,0.0,0.0,training
24127102,20.87,1209,16.06,13.2,2.45,53.52,68.53,0.0,0.0,0.0,0.0,training
24127103,25.79,1779,15.25,14.38,4.15,76.72,94.92,0.0,0.0,0.0,0.0,training
24127024,16.92,516,21.93,15.91,1.59,51.98,65.82,0.0,0.0,0.0,0.0,training
24128022,33.04,755,25.85,21.52,6.31,129.68,160.43,0.0,0.0,0.0,0.0,training
24127986,12.37,2869,8.23,7.65,1.74,19.79,27.2,0.0,0.0,0.0,0.0,training
24127101,30.74,704,26.09,21.12,5.97,117.52,146.53,0.0,0.0,0.0,0.0,training
24127878,24.67,441,28.39,22.46,2.23,100.73,121.14,0.0,0.0,0.0,0.0,training
24129306,20.74,2253,12.31,10.98,2.89,45.56,59.15,0.0,0.0,0.0,0.0,training
24127876,31.15,476,30.84,24.11,4.21,133.83,161.91,0.0,0.0,0.0,0.0,training
24128023,39.17,740,28.5,22.78,7.33,158.58,195.91,0.0,0.0,0.0,0.0,training
24129303,25.82,495,27.89,22.19,4.59,104.81,129.29,0.0,0.0,0.0,0.0,training
24127012,26.52,887,21.66,18.19,4.82,92.43,115.49,0.0,0.0,0.0,0.0,training
24129032,34.87,839,25.38,20.76,6.71,136.79,169.42,0.0,0.0,0.0,0.0,training
24129304,14.68,2125,12.31,10.81,2.25,32.27,42.29,0.0,0.0,0.0,0.0,training
24127028,13.78,610,18.19,13.75,1.15,37.2,47.46,0.0,0.0,0.0,0.0,training
24129204,17.73,2603,10.94,10.74,2.65,40.8,51.7,0.0,0.0,0.0,0.0,training
24129030,30.61,810,24.24,19.44,5.44,110.28,138.19,0.0,0.0,0.0,0.0,training
24129057,17.16,403,25.07,20.21,2.54,65.91,81.05,0.0,0.0,0.0,0.0,training
24127489,12.8,737,15.91,15.47,2.4,45.91,55.36,0.0,0.0,0.0,0.0,training
24127491,11.53,1151,13.59,10.77,1.84,25.06,33.6,0.0,0.0,0.0,0.0,training
24127502,33.61,638,28.27,22.14,5.95,134.9,166.61,0.0,0.0,0.0,0.0,training
24127498,11.24,1074,13.15,10.88,1.67,25.43,33.32,0.0,0.0,0.0,0.0,training
24127457,20.51,771,20.1,17.7,3.69,73.49,90.54,0.0,0.0,0.0,0.0,training
24127494,20.19,768,20.23,16.32,3.4,63.83,80.96,0.0,0.0,0.0,0.0,training
24127458,18.68,700,20.19,16.55,3.22,59.08,74.92,0.0,0.0,0.0,0.0,training
24127797,33.34,1241,20.26,17.97,5.76,116.89,144.34,0.0,0.0,0.0,0.0,training
24127838,13.14,3389,9.57,8.65,1.72,23.87,32.04,0.0,0.0,0.0,0.0,training
24127839,32.88,1313,19.57,17.26,5.68,112.25,139.1,0.0,0.0,0.0,0.0,training
24127363,30.72,578,28.3,22.43,5.84,124.79,154.43,0.0,0.0,0.0,0.0,training
24127495,23.69,651,23.59,18.94,4.07,83.8,105.01,0.0,0.0,0.0,0.0,training
24127459,24.14,701,23.06,18.69,3.15,86.74,106.78,0.0,0.0,0.0,0.0,training
24128894,14.2,406,22.07,16.99,2.84,53.5,67.96,0.0,0.0,0.0,0.0,training
24128895,17.94,669,19.92,17.43,3.57,69.11,84.88,0.0,0.0,0.0,0.0,training
24127945,27.13,921,22.77,17.61,3.72,93.42,116.03,0.0,0.0,0.0,0.0,training
24127940,18.16,1274,14.87,12.66,2.91,45.3,58.8,0.0,0.0,0.0,0.0,training
24127883,17.15,1494,13.35,11.39,2.7,38.6,50.76,0.0,0.0,0.0,0.0,training
24127950,26.27,1310,17.52,15.19,4.15,78.77,99.11,0.0,0.0,0.0,0.0,training
24127951,24.9,935,20.55,16.76,4.52,83.32,105.02,0.0,0.0,0.0,0.0,training
24127952,19.17,1683,13.4,11.52,3.49,42.86,57.14,0.0,0.0,0.0,0.0,training
24127116,35.56,892,25.05,19.87,5.71,132.96,164.61,0.0,0.0,0.0,0.0,training
24127954,19.1,1277,15.21,13.17,3.55,49.9,64.69,0.0,0.0,0.0,0.0,training
24127930,23.51,1561,15.73,14.35,4.23,68.07,85.68,0.0,0.0,0.0,0.0,training
24127117,19.25,715,20.02,15.98,1.73,59.57,74.16,0.0,0.0,0.0,0.0,training
24127120,18.0,535,22.31,17.33,1.71,59.58,73.97,0.0,0.0,0.0,0.0,training
24127108,8.58,4881,5.18,5.5,0.92,11.26,15.92,0.0,0.0,0.0,0.0,training
24127104,27.7,1424,17.14,16.21,5.09,93.39,114.42,0.0,0.0,0.0,0.0,training
24127114,19.29,1162,16.34,14.25,3.32,54.98,69.78,0.0,0.0,0.0,0.0,training
24127111,8.39,3368,7.02,6.08,0.99,11.72,16.7,0.0,0.0,0.0,0.0,training
24127882,27.39,498,28.33,22.39,2.76,111.73,134.74,0.0,0.0,0.0,0.0,training
24127857,11.5,628,16.4,12.49,0.97,28.84,37.04,0.0,0.0,0.0,0.0,training
24127859,18.69,819,18.23,14.14,1.81,51.4,65.48,0.0,0.0,0.0,0.0,training
24127887,19.5,649,21.71,17.36,3.38,64.54,81.72,0.0,0.0,0.0,0.0,training
24127888,23.85,583,24.7,20.19,4.81,86.62,108.98,0.0,0.0,0.0,0.0,training
24127980,23.59,400,29.18,23.27,2.41,99.84,119.72,0.0,0.0,0.0,0.0,training
24127889,9.54,1459,11.26,10.57,1.31,21.24,27.13,0.0,0.0,0.0,0.0,training
24127982,18.0,585,20.89,16.44,1.64,55.09,69.11,0.0,0.0,0.0,0.0,training
24127872,27.92,543,27.65,22.36,3.89,115.99,140.71,0.0,0.0,0.0,0.0,training
24127871,30.34,673,25.8,20.71,3.79,116.84,142.79,0.0,0.0,0.0,0.0,training
24128021,39.13,817,26.95,22.45,7.52,162.07,199.16,0.0,0.0,0.0,0.0,training
24127875,27.11,560,27.21,21.86,5.06,104.91,130.52,0.0,0.0,0.0,0.0,training
24127829,11.8,2194,9.3,7.79,0.91,18.6,24.84,0.0,0.0,0.0,0.0,training
24127367,19.62,456,24.93,19.69,1.65,72.2,87.94,0.0,0.0,0.0,0.0,training
24127803,19.38,429,25.4,20.63,1.7,73.73,89.28,0.0,0.0,0.0,0.0,training
24127828,19.24,613,22.07,17.14,2.03,63.78,79.22,0.0,0.0,0.0,0.0,training
24127802,17.15,432,24.0,18.93,1.32,61.2,74.71,0.0,0.0,0.0,0.0,training
24127798,11.43,2216,9.3,7.73,0.88,18.05,24.15,0.0,0.0,0.0,0.0,training
24127370,16.84,887,17.2,13.16,1.41,46.12,58.31,0.0,0.0,0.0,0.0,training
24127805,22.47,776,20.92,16.58,2.17,71.62,89.12,0.0,0.0,0.0,0.0,training
24128019,30.52,898,23.19,18.71,3.26,108.24,132.56,0.0,0.0,0.0,0.0,training
24128020,41.07,1225,22.67,19.64,7.31,158.76,194.57,0.0,0.0,0.0,0.0,training
24127359,16.1,938,16.44,13.15,1.95,41.97,53.86,0.0,0.0,0.0,0.0,training
24127360,16.25,663,19.01,14.68,1.49,46.52,58.85,0.0,0.0,0.0,0.0,training
24127894,18.17,834,17.97,14.66,1.92,51.27,64.72,0.0,0.0,0.0,0.0,training
24127895,16.12,2130,10.95,8.97,1.54,27.97,37.58,0.0,0.0,0.0,0.0,training
24127965,21.05,686,21.77,18.08,3.3,76.22,94.05,0.0,0.0,0.0,0.0,training
24127992,14.37,858,15.75,11.84,1.21,33.97,44.1,0.0,0.0,0.0,0.0,training
24127966,25.25,641,24.6,20.07,3.29,98.27,119.58,0.0,0.0,0.0,0.0,training
24127897,27.14,694,24.54,19.56,2.72,99.15,121.09,0.0,0.0,0.0,0.0,training
24127968,20.89,679,21.64,19.33,3.76,84.54,102.49,0.0,0.0,0.0,0.0,training
24127898,21.02,582,23.34,18.51,3.4,73.61,92.25,0.0,0.0,0.0,0.0,training
24127969,26.48,653,24.65,21.96,4.52,121.3,144.78,0.0,0.0,0.0,0.0,training
24127970,23.27,834,20.51,18.34,3.75,88.61,107.43,0.0,0.0,0.0,0.0,training
24127899,19.81,619,21.72,17.54,1.57,65.24,80.31,0.0,0.0,0.0,0.0,training
24127974,7.29,3370,5.75,5.71,0.89,9.56,13.67,0.0,0.0,0.0,0.0,training
24127606,27.29,840,22.46,18.32,2.99,96.26,117.91,0.0,0.0,0.0,0.0,training
24127417,13.82,802,16.24,13.45,1.29,38.93,48.5,0.0,0.0,0.0,0.0,training
24127470,15.48,757,17.51,13.81,1.59,41.98,53.49,0.0,0.0,0.0,0.0,training
24127418,18.14,496,23.01,18.01,1.89,61.39,76.14,0.0,0.0,0.0,0.0,training
24127366,11.76,1750,10.36,8.23,0.94,18.34,25.02,0.0,0.0,0.0,0.0,training
24128017,13.01,456,20.52,15.2,1.06,38.68,48.83,0.0,0.0,0.0,0.0,training
24127908,21.35,571,23.37,18.67,1.66,74.9,91.51,0.0,0.0,0.0,0.0,training
24127904,18.74,764,19.05,15.25,1.53,54.88,68.66,0.0,0.0,0.0,0.0,training
24127910,20.49,649,21.58,17.15,1.63,66.52,82.2,0.0,0.0,0.0,0.0,training
24127901,10.91,372,20.79,14.84,0.9,31.76,40.45,0.0,0.0,0.0,0.0,training
24127916,20.03,463,25.38,19.73,2.22,75.02,91.9,0.0,0.0,0.0,0.0,training
24127961,10.5,522,17.19,12.53,0.89,26.59,34.39,0.0,0.0,0.0,0.0,training
24128001,17.29,1363,13.97,12.6,2.59,44.23,56.12,0.0,0.0,0.0,0.0,training
24127865,14.07,831,15.86,12.38,1.18,34.61,44.39,0.0,0.0,0.0,0.0,training
24127856,21.12,5937,7.88,7.27,1.51,33.45,43.55,0.0,0.0,0.0,0.0,training
24127860,18.24,504,23.28,18.24,1.83,64.98,79.6,0.0,0.0,0.0,0.0,training
24127811,10.7,529,17.37,12.3,0.91,26.45,34.51,0.0,0.0,0.0,0.0,training
24127814,19.17,640,20.95,16.22,1.7,59.61,74.53,0.0,0.0,0.0,0.0,training
24127826,19.78,602,21.69,17.08,1.58,64.07,79.34,0.0,0.0,0.0,0.0,training
24127834,12.85,437,20.8,15.81,1.04,39.47,49.42,0.0,0.0,0.0,0.0,training
24127807,22.74,843,20.73,16.98,3.54,75.43,94.29,0.0,0.0,0.0,0.0,training
24127810,11.64,609,16.83,12.38,1.12,28.86,37.55,0.0,0.0,0.0,0.0,training
24127835,11.74,418,20.38,14.69,0.97,33.97,43.23,0.0,0.0,0.0,0.0,training
24127372,17.51,916,16.96,14.04,3.07,47.92,62.01,0.0,0.0,0.0,0.0,training
24127607,23.48,963,19.44,16.48,4.55,74.69,94.75,0.0,0.0,0.0,0.0,training
24128008,12.53,531,18.73,13.72,1.05,34.12,43.67,0.0,0.0,0.0,0.0,training
24128006,13.33,479,20.24,14.95,1.09,39.07,49.45,0.0,0.0,0.0,0.0,training
24127994,17.94,788,18.43,15.0,1.6,51.43,64.53,0.0,0.0,0.0,0.0,training
24127881,19.38,389,26.97,21.29,1.82,75.79,91.79,0.0,0.0,0.0,0.0,training
24128004,12.94,647,17.08,13.38,1.08,34.33,43.59,0.0,0.0,0.0,0.0,training
24127990,18.73,633,20.95,16.03,1.51,57.72,72.18,0.0,0.0,0.0,0.0,training
24127977,23.95,438,28.08,22.13,2.31,96.98,116.99,0.0,0.0,0.0,0.0,training
24127991,15.59,854,16.44,12.64,1.31,39.2,50.27,0.0,0.0,0.0,0.0,training
24127996,18.5,973,16.75,13.26,1.54,47.81,60.86,0.0,0.0,0.0,0.0,training
24127849,17.98,782,18.87,15.45,2.32,54.89,68.85,0.0,0.0,0.0,0.0,training
24127861,21.76,950,18.71,15.62,3.54,66.77,84.37,0.0,0.0,0.0,0.0,training
24127863,11.31,1269,11.85,9.03,0.94,20.23,27.2,0.0,0.0,0.0,0.0,training
24127866,18.93,751,19.31,15.42,1.54,56.11,70.1,0.0,0.0,0.0,0.0,training
24127854,13.73,544,19.32,14.42,1.13,38.85,49.33,0.0,0.0,0.0,0.0,training
24127472,22.28,716,22.1,17.26,3.96,71.79,91.69,0.0,0.0,0.0,0.0,training
24127473,24.14,1327,16.53,13.64,2.58,63.61,80.81,0.0,0.0,0.0,0.0,training
24127467,15.75,870,16.68,13.53,2.95,42.02,54.99,0.0,0.0,0.0,0.0,training
28168144,26.46,1019,19.91,17.22,4.55,88.35,110.26,0.0,0.0,0.0,0.0,training
24128382,13.0,740,16.1,12.68,1.08,32.63,41.68,0.0,0.0,0.0,0.0,training
24127905,17.28,682,19.38,15.37,1.61,51.29,64.36,0.0,0.0,0.0,0.0,training
24128381,13.38,816,15.62,12.64,1.11,33.11,42.18,0.0,0.0,0.0,0.0,training
24127923,20.11,641,21.8,17.71,1.72,67.59,82.98,0.0,0.0,0.0,0.0,training
24127924,21.76,510,25.1,19.81,1.95,80.53,98.12,0.0,0.0,0.0,0.0,training
24127907,11.72,1323,13.28,10.19,0.95,23.58,31.01,0.0,0.0,0.0,0.0,training
24127900,21.74,951,18.72,15.67,2.21,65.81,81.78,0.0,0.0,0.0,0.0,training
24128354,14.62,490,20.95,15.62,1.19,44.16,55.6,0.0,0.0,0.0,0.0,training
24128380,16.59,442,23.44,18.15,1.29,57.08,70.18,0.0,0.0,0.0,0.0,training
24127867,17.89,445,24.12,18.23,1.61,61.73,76.4,0.0,0.0,0.0,0.0,training
24128352,13.37,393,22.28,17.36,1.06,44.4,54.82,0.0,0.0,0.0,0.0,training
24127852,21.76,777,20.79,17.27,3.94,72.69,91.51,0.0,0.0,0.0,0.0,training
24127853,25.32,477,28.02,21.64,2.53,99.99,121.35,0.0,0.0,0.0,0.0,training
24127819,20.01,635,22.15,18.25,3.65,69.21,87.01,0.0,0.0,0.0,0.0,training
24127850,13.53,619,17.91,13.04,1.14,35.25,45.44,0.0,0.0,0.0,0.0,training
24127848,20.79,454,25.84,20.2,1.84,78.22,95.19,0.0,0.0,0.0,0.0,training
24127998,11.62,316,23.18,16.79,0.92,37.61,47.06,0.0,0.0,0.0,0.0,training
24128387,10.29,696,14.87,10.91,0.88,23.25,30.41,0.0,0.0,0.0,0.0,training
24128024,10.48,618,15.88,11.25,0.9,24.16,31.79,0.0,0.0,0.0,0.0,training
24128013,15.51,586,19.77,14.94,1.27,45.15,57.0,0.0,0.0,0.0,0.0,training
24128015,16.93,525,21.8,15.58,1.37,51.35,64.99,0.0,0.0,0.0,0.0,training
24127700,24.0,758,22.2,18.37,4.77,82.41,104.08,0.0,0.0,0.0,0.0,training
24127383,12.75,2749,8.74,7.48,1.5,20.29,27.81,0.0,0.0,0.0,0.0,training
24127680,17.8,3184,10.91,10.44,2.41,39.19,50.12,0.0,0.0,0.0,0.0,training
24127846,19.8,962,17.61,14.68,3.54,57.45,73.64,0.0,0.0,0.0,0.0,training
24127844,13.42,1213,13.67,11.38,2.34,30.82,40.84,0.0,0.0,0.0,0.0,training
24127688,24.16,973,19.53,16.51,4.52,76.87,97.42,0.0,0.0,0.0,0.0,training
24127689,15.32,1340,13.92,11.25,2.27,35.11,46.21,0.0,0.0,0.0,0.0,training
24127696,20.12,637,21.96,17.94,3.43,67.57,85.14,0.0,0.0,0.0,0.0,training
24127841,13.12,886,15.13,12.12,2.3,31.07,41.36,0.0,0.0,0.0,0.0,training
24127691,17.22,974,16.8,13.83,2.55,47.04,60.24,0.0,0.0,0.0,0.0,training
24127818,17.76,1727,13.41,12.64,2.8,47.26,59.17,0.0,0.0,0.0,0.0,training
24127378,12.72,1396,12.44,9.53,1.39,23.89,32.39,0.0,0.0,0.0,0.0,training
24127379,14.7,523,20.37,16.21,1.88,46.38,58.29,0.0,0.0,0.0,0.0,training
24127822,22.67,547,24.94,20.15,3.61,85.44,105.74,0.0,0.0,0.0,0.0,training
24127823,17.17,1879,12.06,9.28,1.61,31.01,41.91,0.0,0.0,0.0,0.0,training
24128281,20.5,540,23.54,18.54,1.59,71.85,87.93,0.0,0.0,0.0,0.0,training
24127870,22.35,678,22.04,17.95,1.76,75.01,92.01,0.0,0.0,0.0,0.0,training
24128379,14.71,507,20.72,15.85,1.19,44.98,56.31,0.0,0.0,0.0,0.0,training
25187790,28.61,646,25.92,21.5,3.94,116.99,141.7,0.0,0.0,0.0,0.0,training
25187791,4.73,487,22.42,19.03,0.87,17.81,22.1,0.0,0.0,0.0,0.0,training
25036544,23.79,775,21.91,18.22,3.74,84.36,104.42,0.0,0.0,0.0,0.0,training
25036548,29.95,717,25.38,20.75,5.75,118.27,146.36,0.0,0.0,0.0,0.0,training
25036549,18.39,1379,14.68,12.84,2.73,47.72,60.78,0.0,0.0,0.0,0.0,training
25036551,19.79,2104,13.24,13.74,3.16,59.72,72.15,0.0,0.0,0.0,0.0,training
25036552,12.77,3530,10.14,8.93,1.16,24.22,31.52,0.0,0.0,0.0,0.0,training
25036400,19.36,478,24.49,20.43,3.6,77.51,95.57,0.0,0.0,0.0,0.0,training
25036554,29.17,1020,21.04,17.67,5.66,99.64,125.5,0.0,0.0,0.0,0.0,training
25036555,11.21,3378,7.13,6.85,1.21,16.67,22.7,0.0,0.0,0.0,0.0,training
25036561,15.64,1076,15.12,11.92,2.55,36.78,48.89,0.0,0.0,0.0,0.0,training
25036517,26.34,701,24.32,19.2,3.51,96.02,118.44,0.0,0.0,0.0,0.0,training
25036518,12.32,5697,6.01,6.44,1.27,17.64,24.06,0.0,0.0,0.0,0.0,training
25036519,13.38,1642,11.63,9.12,1.86,24.25,33.44,0.0,0.0,0.0,0.0,training
25036393,18.35,1197,15.44,13.0,2.94,47.33,61.22,0.0,0.0,0.0,0.0,training
25036550,29.8,491,30.51,23.38,5.17,124.05,152.56,0.0,0.0,0.0,0.0,training
25187802,28.18,1315,18.32,16.12,3.69,88.96,109.86,0.0,0.0,0.0,0.0,training
25187698,15.89,619,19.48,15.03,1.3,46.73,58.7,0.0,0.0,0.0,0.0,training
25187701,28.81,1032,20.76,17.43,4.46,96.47,120.31,0.0,0.0,0.0,0.0,training
25036639,11.79,6316,5.49,6.44,1.08,17.31,23.15,0.0,0.0,0.0,0.0,training
25036473,12.92,2217,9.97,8.63,1.84,22.91,31.18,0.0,0.0,0.0,0.0,training
25036543,29.99,1259,19.03,16.9,5.65,100.87,125.64,0.0,0.0,0.0,0.0,training
25036401,24.86,715,22.84,19.71,3.8,92.62,113.63,0.0,0.0,0.0,0.0,training
25187810,24.18,954,20.27,16.53,3.3,78.75,98.07,0.0,0.0,0.0,0.0,training
25187811,39.72,729,28.73,22.91,7.39,164.27,202.43,0.0,0.0,0.0,0.0,training
25187690,11.15,744,14.96,11.37,0.94,25.87,33.51,0.0,0.0,0.0,0.0,training
25187703,17.65,1553,14.46,12.65,2.37,45.73,57.86,0.0,0.0,0.0,0.0,training
25187704,22.49,897,20.02,16.7,3.86,72.84,91.65,0.0,0.0,0.0,0.0,training
24127572,30.34,981,21.78,19.42,5.43,123.16,149.16,0.0,0.0,0.0,0.0,training
24133666,29.7,1557,16.73,16.68,5.57,107.23,129.19,0.0,0.0,0.0,0.0,training
24127573,21.12,906,18.67,16.45,4.03,72.5,89.99,0.0,0.0,0.0,0.0,training
24128619,24.59,2205,14.02,13.51,3.55,69.26,85.35,0.0,0.0,0.0,0.0,training
24128621,17.02,1193,15.03,12.31,2.45,42.34,54.84,0.0,0.0,0.0,0.0,training
24128616,13.41,1183,13.6,12.65,2.43,36.2,45.72,0.0,0.0,0.0,0.0,training
24127544,23.86,579,24.53,17.39,4.73,89.87,116.0,0.0,0.0,0.0,0.0,training
24127738,29.65,852,23.25,19.05,4.36,108.5,133.65,0.0,0.0,0.0,0.0,training
24127739,12.04,782,16.34,13.16,1.74,31.28,40.32,0.0,0.0,0.0,0.0,training
24127740,23.17,1090,18.03,15.61,4.35,74.93,93.84,0.0,0.0,0.0,0.0,training
24127741,26.34,1790,15.44,13.91,3.69,74.28,92.7,0.0,0.0,0.0,0.0,training
24127742,26.37,704,24.07,19.73,3.4,99.01,120.91,0.0,0.0,0.0,0.0,training
24127599,30.82,741,25.28,21.17,5.64,128.64,156.97,0.0,0.0,0.0,0.0,training
24127601,28.84,784,23.83,20.02,5.82,109.37,136.13,0.0,0.0,0.0,0.0,training
24127602,29.84,991,21.31,19.3,5.74,120.57,146.63,0.0,0.0,0.0,0.0,training
24127588,30.11,548,28.59,22.7,2.99,125.12,150.18,0.0,0.0,0.0,0.0,training
24127570,29.23,1073,21.35,17.33,4.42,100.02,124.26,0.0,0.0,0.0,0.0,training
24127592,29.01,822,23.95,19.07,4.57,107.39,132.69,0.0,0.0,0.0,0.0,training
24127324,21.17,581,23.64,19.38,4.11,76.15,95.56,0.0,0.0,0.0,0.0,training
24127584,38.1,615,30.46,24.47,5.93,164.68,199.61,0.0,0.0,0.0,0.0,training
24127585,37.22,550,31.54,24.92,5.98,165.51,200.52,0.0,0.0,0.0,0.0,training
24127590,31.74,836,24.17,19.93,5.01,120.49,148.14,0.0,0.0,0.0,0.0,training
24127563,25.11,955,20.39,16.77,4.01,80.37,101.25,0.0,0.0,0.0,0.0,training
24127565,25.18,982,19.72,16.32,2.38,75.95,94.78,0.0,0.0,0.0,0.0,training
24127553,17.21,3093,10.87,9.69,2.39,34.41,45.41,0.0,0.0,0.0,0.0,training
24127576,36.46,514,32.59,25.74,6.99,164.22,200.28,0.0,0.0,0.0,0.0,training
24127394,23.16,1532,15.81,13.79,3.74,64.02,81.25,0.0,0.0,0.0,0.0,training
24127434,23.69,709,22.85,18.42,3.88,83.19,103.89,0.0,0.0,0.0,0.0,training
24127391,14.99,1425,12.76,10.35,1.65,30.36,40.17,0.0,0.0,0.0,0.0,training
24127327,25.58,675,24.33,20.21,5.39,94.5,118.56,0.0,0.0,0.0,0.0,training
24127328,28.84,867,24.35,19.81,5.61,108.68,134.83,0.0,0.0,0.0,0.0,training
24127710,38.33,732,28.12,22.57,4.57,157.22,189.93,0.0,0.0,0.0,0.0,training
24126790,19.44,816,18.39,16.62,2.61,64.65,79.07,0.0,0.0,0.0,0.0,training
